hour,pv_total_kwh,e_pv_kwh,e_g_kwh,e_total_kwh,export_kwh,grid_price,sell_price,ppa_price,hourly_cost,Vc_m3,V_m3,Vpump_m3,n_on
230,132.19692350715357,120.225,0.0,120.225,11.972,0.18167113899999998,0.089,0.0495,4.8856295,-821.8749999999993,20934.412,868.608,3
231,132.19692350715357,120.225,0.0,120.225,11.972,0.18167113899999998,0.089,0.0495,4.8856295,-821.8749999999993,20981.145,868.608,3
232,134.9071851134285,120.225,0.0,120.225,14.682,0.18167113899999998,0.089,0.0495,4.6444395,-817.5874999999991,21032.166,868.608,3
233,134.9071851134285,120.225,0.0,120.225,14.682,0.18167113899999998,0.089,0.0495,4.6444395,-817.5874999999991,21083.187,868.608,3
234,134.9071851134285,120.225,0.0,120.225,14.682,0.18167113899999998,0.089,0.0495,4.6444395,-817.5874999999991,21134.208,868.608,3
235,134.9071851134285,120.225,0.0,120.225,14.682,0.18167113899999998,0.089,0.0495,4.6444395,-817.5874999999991,21185.229,868.608,3
236,133.01087045754903,120.225,0.0,120.225,12.786,0.18167113899999998,0.089,0.0495,4.8131835,-817.5874999999991,21236.25,868.608,3
237,133.01087045754903,120.225,0.0,120.225,12.786,0.18167113899999998,0.089,0.0495,4.8131835,-817.5874999999991,21287.271,868.608,3
238,133.01087045754903,120.225,0.0,120.225,12.786,0.18167113899999998,0.089,0.0495,4.8131835,-817.5874999999991,21338.292,868.608,3
239,133.01087045754903,120.225,0.0,120.225,12.786,0.18167113899999998,0.089,0.0495,4.8131835,-817.5874999999991,21389.313,868.608,3
240,129.62987502967388,120.225,0.0,120.225,9.405,0.18167113899999998,0.089,0.0495,5.1140925,-809.0124999999987,21448.909,868.608,3
241,129.62987502967388,120.225,0.0,120.225,9.405,0.18167113899999998,0.089,0.0495,5.1140925,-809.0124999999987,21508.505,868.608,3
242,129.62987502967388,120.225,0.0,120.225,9.405,0.18167113899999998,0.089,0.0495,5.1140925,-809.0124999999987,21568.101,868.608,3
243,129.62987502967388,120.225,0.0,120.225,9.405,0.18167113899999998,0.089,0.0495,5.1140925,-809.0124999999987,21627.697,868.608,3
244,126.91680146214475,120.225,0.0,120.225,6.692,0.18167113899999998,0.089,0.0495,5.3555494999999995,-813.299999999999,21683.005,868.608,3
245,126.91680146214475,120.225,0.0,120.225,6.692,0.18167113899999998,0.089,0.0495,5.3555494999999995,-813.299999999999,21738.313,868.608,3
246,126.91680146214475,120.225,0.0,120.225,6.692,0.18167113899999998,0.089,0.0495,5.3555494999999995,-813.299999999999,21793.621,868.608,3
247,126.91680146214475,120.225,0.0,120.225,6.692,0.18167113899999998,0.089,0.0495,5.3555494999999995,-813.299999999999,21848.929,868.608,3
248,125.32506159805331,120.225,0.0,120.225,5.1,0.18167113899999998,0.089,0.0495,5.4972375,-809.0124999999987,21908.525,868.608,3
249,125.32506159805331,120.225,0.0,120.225,5.1,0.18167113899999998,0.089,0.0495,5.4972375,-809.0124999999987,21968.121,868.608,3
250,125.32506159805331,120.225,0.0,120.225,5.1,0.18167113899999998,0.089,0.0495,5.4972375,-809.0124999999987,22027.717,868.608,3
251,125.32506159805331,120.225,0.0,120.225,5.1,0.18167113899999998,0.089,0.0495,5.4972375,-809.0124999999987,22087.313,868.608,3
252,124.31492926686471,120.225,0.0,120.225,4.09,0.18167113899999998,0.089,0.0495,5.587127499999999,-809.0124999999987,22146.909,868.608,3
253,124.31492926686471,120.225,0.0,120.225,4.09,0.18167113899999998,0.089,0.0495,5.587127499999999,-809.0124999999987,22206.505,868.608,3
254,124.31492926686471,120.225,0.0,120.225,4.09,0.18167113899999998,0.089,0.0495,5.587127499999999,-809.0124999999987,22266.101,868.608,3
255,124.31492926686471,120.225,0.0,120.225,4.09,0.18167113899999998,0.089,0.0495,5.587127499999999,-809.0124999999987,22325.697,868.608,3
256,122.37324433167149,120.225,0.0,120.225,2.148,0.18167113899999998,0.089,0.0495,5.7599655,-804.7250000000009,22389.58,868.608,3
257,122.37324433167149,120.225,0.0,120.225,2.148,0.18167113899999998,0.089,0.0495,5.7599655,-804.7250000000009,22453.463,868.608,3
258,122.37324433167149,120.225,0.0,120.225,2.148,0.18167113899999998,0.089,0.0495,5.7599655,-804.7250000000009,22517.346,868.608,3
259,122.37324433167149,120.225,0.0,120.225,2.148,0.18167113899999998,0.089,0.0495,5.7599655,-804.7250000000009,22581.229,868.608,3
260,116.72254352667576,116.723,3.502,120.225,0.0,0.18167113899999998,0.089,0.0495,6.414000828778001,-804.7250000000009,22645.112,868.608,3
261,116.72254352667576,116.723,3.502,120.225,0.0,0.18167113899999998,0.089,0.0495,6.414000828778001,-804.7250000000009,22708.995,868.608,3
262,116.72254352667576,116.723,3.502,120.225,0.0,0.18167113899999998,0.089,0.0495,6.414000828778001,-804.7250000000009,22772.878,868.608,3
263,116.72254352667576,116.723,3.502,120.225,0.0,0.18167113899999998,0.089,0.0495,6.414000828778001,-804.7250000000009,22836.761,868.608,3
264,101.30443838049794,101.304,18.921,120.225,0.0,0.18167113899999998,0.089,0.0495,8.451947621019,-804.7250000000009,22900.644,868.608,3
265,101.30443838049794,101.304,18.921,120.225,0.0,0.18167113899999998,0.089,0.0495,8.451947621019,-804.7250000000009,22964.527,868.608,3
266,101.30443838049794,101.304,18.921,120.225,0.0,0.18167113899999998,0.089,0.0495,8.451947621019,-804.7250000000009,23028.41,868.608,3
267,101.30443838049794,101.304,18.921,120.225,0.0,0.18167113899999998,0.089,0.0495,8.451947621019,-804.7250000000009,23092.293,868.608,3
268,67.91797923551712,67.918,12.232,80.15,0.0,0.18167113899999998,0.089,0.0495,5.5841423722479995,-800.4375000000007,22870.927,579.072,2
269,67.91797923551712,67.918,12.232,80.15,0.0,0.18167113899999998,0.089,0.0495,5.5841423722479995,-800.4375000000007,22649.561,579.072,2
270,67.91797923551712,67.918,12.232,80.15,0.0,0.18167113899999998,0.089,0.0495,5.5841423722479995,-800.4375000000007,22428.195,579.072,2
271,67.91797923551712,67.918,12.232,80.15,0.0,0.18167113899999998,0.089,0.0495,5.5841423722479995,-800.4375000000007,22206.829,579.072,2
272,11.329359501876487,0.0,0.0,0.0,11.329,0.18167113899999998,0.089,0.0495,-1.008281,-800.4375000000007,21406.391,0.0,0
273,11.329359501876487,0.0,0.0,0.0,11.329,0.18167113899999998,0.089,0.0495,-1.008281,-800.4375000000007,20605.953,0.0,0
274,11.329359501876487,0.0,0.0,0.0,11.329,0.18167113899999998,0.089,0.0495,-1.008281,-800.4375000000007,19805.515,0.0,0
275,11.329359501876487,0.0,0.0,0.0,11.329,0.18167113899999998,0.089,0.0495,-1.008281,-800.4375000000007,19005.077,0.0,0
276,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-800.4375000000007,18204.639,0.0,0
277,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-800.4375000000007,17404.201,0.0,0
278,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-800.4375000000007,16603.763,0.0,0
279,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-800.4375000000007,15803.325,0.0,0
280,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-796.1500000000003,15007.175,0.0,0
281,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-796.1500000000003,14211.025,0.0,0
282,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-796.1500000000003,13414.875,0.0,0
283,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-796.1500000000003,12618.725,0.0,0
284,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-654.6624999999997,11964.063,0.0,0
285,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-654.6624999999997,11309.401,0.0,0
286,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-654.6624999999997,10654.739,0.0,0
287,0.0,0.0,0.0,0.0,0.0,0.18167113899999998,0.089,0.0495,0.0,-654.6624999999997,10000.077,0.0,0
